
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////
//
//						HEROES
//
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////
////////////////////////////////////////////////////////////////////////////////////////////////////////

///////////////////////////////////////////////////////
// Aeronaut
///////////////////////////////////////////////////////

	"npc_dota_hero_shredder"    "Aeronaut"
		"DOTA_Tooltip_modifier_hell_bent_description"    "Being forced to attack the target you chose, but taking less Physical damage and gaining movement speed and attack speed."

	"DOTA_Tooltip_ability_siegfried_epochs_protection"    "Epoch's Protection"
	"DOTA_Tooltip_ability_siegfried_epochs_protection_Description"    "When Siegfried casts a Spell, Epoch grants him a shard of his protective energies, blessing him with Magic Immunity for a short time."
	"DOTA_Tooltip_ability_siegfried_epochs_protection_duration"    "DURATION:"
		"DOTA_Tooltip_modifier_epochs_protection_immunity"    "Epoch's Protection"
		"DOTA_Tooltip_modifier_epochs_protection_immunity_description"    "Magic Immune for a short time after casting a Spell."

	"DOTA_Tooltip_ability_siegfried_heaven_sent"    "Heaven Sent"
	"DOTA_Tooltip_ability_siegfried_heaven_sent_Description"    "Siegfried appears at the location of the target ally, rendering them invulnerable and untargetable, but unable to perform actions. After %duration% seconds, he returns to the location he cast the Spell from. Globally targetable.\n\nUpgradable by Aghanim's Scepter."
	"DOTA_Tooltip_ability_siegfried_heaven_sent_aghanim_Description"    "Drastically increases Siegfried and his ally's Health Regen for the duration."
	"DOTA_Tooltip_ability_siegfried_heaven_sent_scepter_health_regen"    "SCEPTER HEALTH REGEN:"
		"DOTA_Tooltip_modifier_heaven_sent_caster"    "Heaven Sent"
		"DOTA_Tooltip_modifier_heaven_sent_caster_description"    "Returning to the cast location when this expires."

///////////////////////////////////////////////////////
// 
///////////////////////////////////////////////////////

	"npc_dota_hero_skeleton_king"    ""


///////////////////////////////////////////////////////
// 
///////////////////////////////////////////////////////

	"npc_dota_hero_bristleback"    ""


///////////////////////////////////////////////////////
// 
///////////////////////////////////////////////////////

	"npc_dota_hero_earthshaker"    ""


///////////////////////////////////////////////////////
// Vulcan [NT][NC]
///////////////////////////////////////////////////////

	"npc_dota_hero_rattletrap"    "Vulcan [NT][NC]"
	"npc_dota_hero_rattletrap_bio"    ""
	"npc_dota_hero_rattletrap_hype"    "The sieger of towers, destroyer of bases, and overall one of the most annoying Heroes to play against, Vulcan is a defensive core that can place nests of units all over the map. His Tesla Coils are weak on their own, but in groups they are devastatingly powerful, and the Sentinel can down towers in a short time. His Vassal, built with an innate ability, can help him kill enemies with its wide set of powerful spells, but is fragile and slow."


///////////////////////////////////////////////////////
// Tek
///////////////////////////////////////////////////////

	"npc_dota_hero_tinker"    "Tek"
	"npc_dota_hero_tinker_bio"    ""
	"npc_dota_hero_tinker_hype"    "An extremely dangerous nuker, Tek can crush most opposition with a great deal of Magical damage very quickly. His Skycrack is a low cooldown nuke+slow, Mosquito Missiles deals a huge amount of damage spread between available targets, Quantum Vibrance Engine causes his attacks to become more dangerous as he builds up charges from using his abilities, and his Ultimate is a powerful uninterruptable AoE stun."


	"DOTA_Tooltip_ability_special_bonus_tek_1"    "+70 Skycrack Damage"

	"DOTA_Tooltip_ability_special_bonus_tek_2"    "+125 Megaton Blast Damage"

	"DOTA_Tooltip_ability_special_bonus_tek_3"    "+15 Mosquito Missile Damage"

	"DOTA_Tooltip_ability_tek_skycrack"    "Skycrack"
	"DOTA_Tooltip_ability_tek_skycrack_description"    "Tek unleashes a powerful beam of energy that cripples anyone caught in it, dealing large damage and slowing them."
	"DOTA_Tooltip_ability_tek_skycrack_aghanim_description"    "Reduces cooldown and causes Skycrack to burn Mana equal to a percentage of its damage."
	"DOTA_Tooltip_ability_tek_skycrack_slow"    "%SLOW:"
	"DOTA_Tooltip_ability_tek_skycrack_duration"    "SLOW DURATION:"
	"DOTA_Tooltip_ability_tek_skycrack_damage"    "DAMAGE:"
	"DOTA_Tooltip_ability_tek_skycrack_scepter_cooldown"    "SCEPTER COOLDOWN:"
	"DOTA_Tooltip_ability_tek_skycrack_scepter_burn"    "%SCEPTER MANA BURN:"
		"DOTA_Tooltip_modifier_skycrack"    "Skycrack"
		"DOTA_Tooltip_modifier_skycrack_description"    "Being slowed."

	"DOTA_Tooltip_ability_tek_mosquito_missiles"    "Mosquito Missiles"
	"DOTA_Tooltip_ability_tek_mosquito_missiles_description"    "Tek locks on to as many targets as possible, then unleashes a barrage of laser missiles that deal small damage.  Can target units multiple times."
	"DOTA_Tooltip_ability_tek_mosquito_missiles_interval"    "INTERVAL:"
	"DOTA_Tooltip_ability_tek_mosquito_missiles_range"    "RANGE:"
	"DOTA_Tooltip_ability_tek_mosquito_missiles_damage"    "DAMAGE:"
		"DOTA_Tooltip_modifier_mosquito_missiles_fire"    "Mosquito Missiles"
		"DOTA_Tooltip_modifier_mosquito_missiles_fire_description"    "Blasting targeted units with missiles."

	"DOTA_Tooltip_ability_tek_megaton_blast"    "Megaton Blast"
	"DOTA_Tooltip_ability_tek_megaton_blast_Description"    "Tek engages the kinetic generators in his suit. After a charge time, Tek fires a blast of pure force at the target, dealing large damage and ministunning them. The charge time is <b>not</b> a channel."
	"DOTA_Tooltip_ability_tek_megaton_blast_damage"    "DAMAGE:"
	"DOTA_Tooltip_ability_tek_megaton_blast_stun"    "MINISTUN:"
	"DOTA_Tooltip_ability_tek_megaton_blast_delay"    "CHARGE-UP TIME:"
		"DOTA_Tooltip_modifier_megaton_blast"    "Megaton Blast"
		"DOTA_Tooltip_modifier_megaton_blast_description"    "Ready, aim..."

	"DOTA_Tooltip_ability_tek_tesla_microarray"    "Tesla Microarray"
	"DOTA_Tooltip_ability_tek_tesla_microarray_Description"    "Deep within Tek's suit is a powerful electrical node. By redirecting his energies to it, he can cause it to release a blast of electrical coils that stun and damage nearby enemies. Deals double damage to enemies that are already stunned. Has a small charge up time."
	"DOTA_Tooltip_ability_tek_tesla_microarray_damage"    "DAMAGE:"
	"DOTA_Tooltip_ability_tek_tesla_microarray_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_tek_tesla_microarray_stun"    "STUN:"
	"DOTA_Tooltip_ability_tek_tesla_microarray_chargetime"    "CHARGE TIME:"
		"DOTA_Tooltip_modifier_tesla"    "Tesla Microarray"
		"DOTA_Tooltip_modifier_tesla_description"    "Charging!"
		"DOTA_Tooltip_modifier_tesla_debuff"    "Tesla Microarray"
		"DOTA_Tooltip_modifier_tesla_debuff_description"    "Stunned."

///////////////////////////////////////////////////////
// 
///////////////////////////////////////////////////////

	"npc_dota_hero_drow_ranger"    ""


///////////////////////////////////////////////////////
// Timekeeperer
///////////////////////////////////////////////////////

	"npc_dota_hero_keeper_of_the_light"    "Timekeeperer"
	"npc_dota_hero_keeper_of_the_light_bio"    ""
	"npc_dota_hero_keeper_of_the_light_hype"    "Keeper of timelines, the Timekeeper is difficult to use but rewarding when used correctly. Able to deal random damage after a random delay, slow enemies drastically, have a chance to reduce his and his allies' cooldowns, and save/load an ally's position, Health and Mana, Timekeeper is a powerful and dependable support."


	"DOTA_Tooltip_ability_special_bonus_timekeeper_1"    "+1s Dilation Duration"

	"DOTA_Tooltip_ability_special_bonus_timekeeper_2"    "+150 Futurestrike Max Damage"

	"DOTA_Tooltip_ability_special_bonus_timekeeper_3"    "+32 Haste Aura Attackspeed"

	"DOTA_Tooltip_ability_special_bonus_timekeeper_4"    "+8% Haste Aura Cooldown Reduction"

	"DOTA_Tooltip_ability_special_bonus_timekeeper_5"    "-14s Futurestrike Cooldown"

	"DOTA_Tooltip_ability_timekeeper_dilation"    "Dilation"
	"DOTA_Tooltip_ability_timekeeper_dilation_description"    "Slows the targeted unit by shifting their position in the timeline. Their on-cooldown abilities will tick upwards instead of downwards."
	"DOTA_Tooltip_ability_timekeeper_dilation_Note0"    "The slow affects turn rate, attack speed and movement speed."
	"DOTA_Tooltip_ability_timekeeper_dilation_Note1"    "The slow is purgable."
	"DOTA_Tooltip_ability_timekeeper_dilation_duration"    "DURATION:"
	"DOTA_Tooltip_ability_timekeeper_dilation_slow"    "%SLOW:"
		"DOTA_Tooltip_modifier_dilation"    "Dilation"
		"DOTA_Tooltip_modifier_dilation_description"    "Turn rate, movespeed and attack speed are being slowed, while on-cooldown abilities are ticking up instead of down."

	"DOTA_Tooltip_ability_timekeeper_futurestrike"    "Futurestrike"
	"DOTA_Tooltip_ability_timekeeper_futurestrike_description"    "After a random delay, deals Magical damage based on the length of the delay to the target enemy."
	"DOTA_Tooltip_ability_timekeeper_futurestrike_Note0"    "The debuff cannot be purged."
	"DOTA_Tooltip_ability_timekeeper_futurestrike_min_delay"    "MIN DELAY:"
	"DOTA_Tooltip_ability_timekeeper_futurestrike_max_delay"    "MAX DELAY:"
	"DOTA_Tooltip_ability_timekeeper_futurestrike_min_damage"    "MIN DAMAGE:"
	"DOTA_Tooltip_ability_timekeeper_futurestrike_max_damage"    "MAX DAMAGE:"
		"DOTA_Tooltip_modifier_futurestrike"    "Futurestrike"
		"DOTA_Tooltip_modifier_futurestrike_description"    "Taking damage after a random delay."

	"DOTA_Tooltip_ability_timekeeper_haste_aura"    "Haste Aura"
	"DOTA_Tooltip_ability_timekeeper_haste_aura_Description"    "Timekeeper hastens his nearby allies, causing them to gain movespeed and attack speed. When a spell is cast, there is a small chance its cooldown will be reduced. Can be actively used on an ally to guarantee their next Spell will have a reduced cooldown, with double the effective cooldown reduction. Halved effect on Ultimate abilities."
	"DOTA_Tooltip_ability_timekeeper_haste_aura_cooldown_reduction"    "%COOLDOWN REDUCTION:"
	"DOTA_Tooltip_ability_timekeeper_haste_aura_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_timekeeper_haste_aura_speed_boost"    "%MOVE SPEED BOOST:"
	"DOTA_Tooltip_ability_timekeeper_haste_aura_attackspeed_boost"    "ATTACK SPEED BOOST:"
	"DOTA_Tooltip_ability_timekeeper_haste_aura_chance"    "%CHANCE:"
		"DOTA_Tooltip_modifier_haste_aura_effect"    "Haste Aura"
		"DOTA_Tooltip_modifier_haste_aura_effect_description"    "Gaining movement speed, attack speed, and the chance to lower cooldowns upon spell cast."
		"DOTA_Tooltip_modifier_haste_aura_effect_act"    "Haste Aura Active"
		"DOTA_Tooltip_modifier_haste_aura_effect_act_description"    "The next spell cast will receive a reduced cooldown."

	"DOTA_Tooltip_ability_timekeeper_chronoshift"    "Chronoshift"
	"DOTA_Tooltip_ability_timekeeper_chronoshift_description"    "The Timekeeper knocks the worldline out of sync for a short time for a single unit.  When he reactivates the spell, the timeline resyncs after a short delay, returning the unit to the position, health and mana amounts they were at when this was cast."
	"DOTA_Tooltip_ability_timekeeper_chronoshift_Note0"    "Sets health and Mana."
	"DOTA_Tooltip_ability_timekeeper_chronoshift_Note1"    "After the delay this purges positive and negative buffs from all affected targets."
	"DOTA_Tooltip_ability_timekeeper_chronoshift_Note2"    "Ignores units that are not or were not alive when the ability was cast."
	"DOTA_Tooltip_ability_timekeeper_chronoshift_time"    "TIME:"
	"DOTA_Tooltip_ability_timekeeper_chronoshift_delay"    "DELAY:"
	"DOTA_Tooltip_ability_timekeeper_chronoshift_end"    "Chronoshift End"
	"DOTA_Tooltip_ability_timekeeper_chronoshift_end_Description"    "Ends the Chronoshift, returning the affected unit back to where they were, with the same Health and Mana as they had when Chronoshift was cast."
		"DOTA_Tooltip_modifier_chronoshift"    "Chronoshift"
		"DOTA_Tooltip_modifier_chronoshift_description"    ""
		"DOTA_Tooltip_modifier_chronoshift_caster"    "Chronoshift"
		"DOTA_Tooltip_modifier_chronoshift_caster_description"    ""

	"DOTA_Tooltip_ability_timekeeper_chronoshift_end"    "Chronoshift End"
	"DOTA_Tooltip_ability_timekeeper_chronoshift_end_Description"    "Ends the Chronoshift, returning the affected unit back to where they were, with the same Health and Mana as they had when Chronoshift was cast."

///////////////////////////////////////////////////////
// 
///////////////////////////////////////////////////////

	"npc_dota_hero_meepo"    ""
	"npc_dota_hero_meepo_hype"    "None"


	"DOTA_Tooltip_ability_trickster_surprise"    "Surprise!"
	"DOTA_Tooltip_ability_trickster_surprise_description"    "Fires a bolt of energy that deals large Magical damage, stuns, and disarms the target."
	"DOTA_Tooltip_ability_trickster_surprise_magic_missile_disarm"    "DURATION:"

	"DOTA_Tooltip_ability_trickster_disappearing_act"    "Disappearing Act"
	"DOTA_Tooltip_ability_trickster_disappearing_act_description"    "The targeted ally or enemy is temporarily removed from the game, reappearing at a random nearby spot after the duration.  Instantly kills non-Hero units."
	"DOTA_Tooltip_ability_trickster_disappearing_act_Note0"    "A marker appears to show Trickster where the target will land."
	"DOTA_Tooltip_ability_trickster_disappearing_act_Note1"    "Grants a 200 radius of vision around the landing point."
	"DOTA_Tooltip_ability_trickster_disappearing_act_duration"    "DURATION:"

	"DOTA_Tooltip_ability_trickster_jam_magic"    "Jam Magic"
	"DOTA_Tooltip_ability_trickster_jam_magic_description"    "Creates an aura near Trickster that silences enemies that stray too close."
	"DOTA_Tooltip_ability_trickster_jam_magic_duration"    "DURATION:"

	"DOTA_Tooltip_ability_trickster_encore"    "Encore"
	"DOTA_Tooltip_ability_trickster_encore_description"    "The targeted unit becomes cursed, unable to cast any abilities or use any items except for the last one they used."
	"DOTA_Tooltip_ability_trickster_encore_duration"    "DURATION:"
	"DOTA_Tooltip_ability_trickster_encore_duration_scepter"    "DURATION SCEPTER:"

///////////////////////////////////////////////////////
// War
///////////////////////////////////////////////////////

	"npc_dota_hero_axe"    "War"
	"npc_dota_hero_axe_bio"    ""
	"npc_dota_hero_axe_hype"    "A tank with access to a powerful stun in Earthbreaker and damage over time with Bloodlust, War is a dangerous Hero to play against. He is difficult to kill, and his Ultimate, Fight Me!, makes him even more disruptive, turning his opponent's damage against them."


	"DOTA_Tooltip_ability_special_bonus_war_1"    "FIGHT ME! +40% Mana From Attacks"
	"DOTA_Tooltip_ability_special_bonus_war_1_Description"    "40% of the healing you gain from enemy attacks during FIGHT ME!! is also restored as Mana."

	"DOTA_Tooltip_ability_special_bonus_war_2"    "+100 Earthbreaker Radius"

	"DOTA_Tooltip_ability_special_bonus_war_3"    "+25 Bloodlust DPS"

	"DOTA_Tooltip_ability_special_bonus_war_4"    "-4s Earthbreaker Cooldown"

	"DOTA_Tooltip_ability_war_earthbreaker"    "Earthbreaker"
	"DOTA_Tooltip_ability_war_earthbreaker_Description"    "War slams the ground with his axe, stunning nearby enemies and dealing Physical damage."
	"DOTA_Tooltip_ability_war_earthbreaker_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_war_earthbreaker_stun"    "STUN:"

	"DOTA_Tooltip_ability_war_bloodlust"    "Bloodlust"
	"DOTA_Tooltip_ability_war_bloodlust_Description"    "Causes enemies in an area to gain bonus attack speed and attack damage, but have their movement speed slowed and take damage over time for a large duration. Each attack they make reduces the amount of time the debuff stays on them."
	"DOTA_Tooltip_ability_war_bloodlust_bonus_attack_damage"    "BONUS ATTACK DAMAGE:"
	"DOTA_Tooltip_ability_war_bloodlust_bonus_attack_speed"    "BONUS ATTACK SPEED:"
	"DOTA_Tooltip_ability_war_bloodlust_slow"    "%SLOW:"
	"DOTA_Tooltip_ability_war_bloodlust_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_war_bloodlust_duration"    "DURATION:"
	"DOTA_Tooltip_ability_war_bloodlust_dot"    "DAMAGE OVER TIME:"
		"DOTA_Tooltip_modifier_bloodlust"    "Bloodlust"
		"DOTA_Tooltip_modifier_bloodlust_description"    "Gaining bonus attack damage and attack speed, and taking damage over time while not attacking. Each attack reduces the amount of ticks of damage."

	"DOTA_Tooltip_ability_war_berserker_aura"    "Berserker Aura"
	"DOTA_Tooltip_ability_war_berserker_aura_Description"    "Grants bonus attack damage and attack speed to nearby allies based on their missing Health."
	"DOTA_Tooltip_ability_war_berserker_aura_Note0"    "The damage bonus lingers for 2s after leaving the aura radius."
	"DOTA_Tooltip_ability_war_berserker_aura_radius"    "RADIUS:"
	"DOTA_Tooltip_ability_war_berserker_aura_max_bonus_attack_speed"    "MAX BONUS ATTACK SPEED:"
	"DOTA_Tooltip_ability_war_berserker_aura_max_bonus_damage"    "MAX BONUS DAMAGE:"

	"DOTA_Tooltip_ability_war_fight_me"    "FIGHT ME!"
